T(s),S1-1F-D,S1-1F-S,S1-2F-D,S1-2F-S,S1-3F-D,S1-3F-S,S1-4F-D,S1-4F-S,S1-5F-D,S1-5F-S,S1-6F-D,S1-6F-S,S1-7F-D,S1-7F-S,S1-8F-D,S1-8F-S
1856,315.18,309.20,311.20,309.15,317.35,309.26,317.35,309.23,318.57,309.33,312.77,309.21,317.59,309.30,317.72,309.37
1857,315.18,309.20,311.21,309.15,317.36,309.27,317.36,309.23,318.58,309.33,312.78,309.21,317.59,309.31,317.73,309.37
1858,315.18,309.21,311.21,309.16,317.37,309.27,317.36,309.23,318.58,309.34,312.79,309.22,317.60,309.31,317.73,309.38
1859,315.19,309.21,311.22,309.16,317.37,309.27,317.37,309.24,318.59,309.34,312.79,309.22,317.61,309.31,317.74,309.38
1860,315.19,309.21,311.22,309.16,317.38,309.28,317.38,309.24,318.60,309.34,312.80,309.22,317.61,309.32,317.75,309.38
1861,315.20,309.22,311.22,309.17,317.38,309.28,317.38,309.24,318.60,309.35,312.80,309.23,317.62,309.32,317.75,309.39
1862,315.20,309.22,311.23,309.17,317.39,309.28,317.39,309.25,318.61,309.35,312.81,309.23,317.62,309.32,317.76,309.39
1863,315.21,309.22,311.23,309.17,317.39,309.29,317.39,309.25,318.62,309.35,312.81,309.23,317.63,309.33,317.76,309.39
1864,315.21,309.23,311.24,309.18,317.40,309.29,317.40,309.25,318.62,309.36,312.82,309.24,317.63,309.33,317.77,309.40
1865,315.22,309.23,311.24,309.18,317.41,309.29,317.40,309.26,318.63,309.36,312.82,309.24,317.64,309.33,317.78,309.40
1866,315.22,309.23,311.24,309.18,317.41,309.30,317.41,309.26,318.64,309.36,312.83,309.24,317.65,309.34,317.78,309.40
1867,315.22,309.24,311.25,309.19,317.42,309.30,317.42,309.26,318.64,309.37,312.84,309.25,317.65,309.34,317.79,309.41
1868,315.23,309.24,311.25,309.19,317.42,309.30,317.42,309.27,318.65,309.37,312.84,309.25,317.66,309.34,317.79,309.41
1869,315.23,309.24,311.26,309.19,317.43,309.31,317.43,309.27,318.66,309.37,312.85,309.25,317.66,309.35,317.80,309.41
1870,315.24,309.25,311.26,309.20,317.43,309.31,317.43,309.27,318.66,309.38,312.85,309.26,317.67,309.35,317.80,309.42
1871,315.24,309.25,311.27,309.20,317.44,309.31,317.44,309.27,318.67,309.38,312.86,309.26,317.68,309.35,317.81,309.42
1872,315.25,309.25,311.27,309.20,317.45,309.32,317.44,309.28,318.68,309.38,312.86,309.26,317.68,309.36,317.82,309.42
1873,315.25,309.26,311.27,309.20,317.45,309.32,317.45,309.28,318.68,309.39,312.87,309.27,317.69,309.36,317.82,309.43
1874,315.26,309.26,311.28,309.21,317.46,309.32,317.45,309.28,318.69,309.39,312.87,309.27,317.69,309.36,317.83,309.43
1875,315.26,309.26,311.28,309.21,317.46,309.33,317.46,309.29,318.70,309.39,312.88,309.27,317.70,309.37,317.83,309.43
1876,315.26,309.27,311.29,309.21,317.47,309.33,317.47,309.29,318.70,309.40,312.89,309.28,317.70,309.37,317.84,309.44
1877,315.27,309.27,311.29,309.22,317.47,309.33,317.47,309.29,318.71,309.40,312.89,309.28,317.71,309.37,317.85,309.44
1878,315.27,309.27,311.29,309.22,317.48,309.34,317.48,309.30,318.72,309.40,312.90,309.28,317.72,309.38,317.85,309.44
1879,315.28,309.28,311.30,309.22,317.48,309.34,317.48,309.30,318.72,309.41,312.90,309.29,317.72,309.38,317.86,309.45
1880,315.28,309.28,311.30,309.23,317.49,309.34,317.49,309.30,318.73,309.41,312.91,309.29,317.73,309.38,317.86,309.45
1881,315.29,309.28,311.31,309.23,317.50,309.34,317.49,309.31,318.74,309.41,312.91,309.29,317.73,309.39,317.87,309.45
1882,315.29,309.28,311.31,309.23,317.50,309.35,317.50,309.31,318.74,309.42,312.92,309.30,317.74,309.39,317.88,309.46
1883,315.30,309.29,311.31,309.24,317.51,309.35,317.51,309.31,318.75,309.42,312.92,309.30,317.74,309.39,317.88,309.46
1884,315.30,309.29,311.32,309.24,317.51,309.35,317.51,309.32,318.76,309.42,312.93,309.30,317.75,309.40,317.89,309.46
1885,315.30,309.29,311.32,309.24,317.52,309.36,317.52,309.32,318.76,309.43,312.93,309.31,317.76,309.40,317.89,309.47
1886,315.31,309.30,311.33,309.25,317.52,309.36,317.52,309.32,318.77,309.43,312.94,309.31,317.76,309.40,317.90,309.47
1887,315.31,309.30,311.33,309.25,317.53,309.36,317.53,309.33,318.78,309.43,312.95,309.31,317.77,309.41,317.90,309.47
1888,315.32,309.30,311.34,309.25,317.54,309.37,317.53,309.33,318.78,309.44,312.95,309.32,317.77,309.41,317.91,309.48
1889,315.32,309.31,311.34,309.26,317.54,309.37,317.54,309.33,318.79,309.44,312.96,309.32,317.78,309.41,317.92,309.48
1890,315.33,309.31,311.34,309.26,317.55,309.37,317.55,309.33,318.80,309.44,312.96,309.32,317.79,309.42,317.92,309.48
1891,315.33,309.31,311.35,309.26,317.55,309.38,317.55,309.34,318.80,309.45,312.97,309.33,317.79,309.42,317.93,309.49
1892,315.34,309.32,311.35,309.27,317.56,309.38,317.56,309.34,318.81,309.45,312.97,309.33,317.80,309.42,317.93,309.49
1893,315.34,309.32,311.36,309.27,317.56,309.38,317.56,309.34,318.82,309.45,312.98,309.33,317.80,309.43,317.94,309.49
1894,315.34,309.32,311.36,309.27,317.57,309.39,317.57,309.35,318.82,309.46,312.98,309.34,317.81,309.43,317.95,309.50
1895,315.35,309.33,311.36,309.27,317.57,309.39,317.57,309.35,318.83,309.46,312.99,309.34,317.81,309.43,317.95,309.50
1896,315.35,309.33,311.37,309.28,317.58,309.39,317.58,309.35,318.84,309.46,313.00,309.34,317.82,309.44,317.96,309.50
1897,315.36,309.33,311.37,309.28,317.59,309.40,317.58,309.36,318.84,309.47,313.00,309.35,317.83,309.44,317.96,309.51
1898,315.36,309.34,311.38,309.28,317.59,309.40,317.59,309.36,318.85,309.47,313.01,309.35,317.83,309.44,317.97,309.51
1899,315.37,309.34,311.38,309.29,317.60,309.40,317.60,309.36,318.86,309.47,313.01,309.35,317.84,309.45,317.97,309.51
1900,315.37,309.34,311.39,309.29,317.60,309.41,317.60,309.37,318.86,309.48,313.02,309.35,317.84,309.45,317.98,309.52
1901,315.38,309.35,311.39,309.29,317.61,309.41,317.61,309.37,318.87,309.48,313.02,309.36,317.85,309.45,317.99,309.52
1902,315.38,309.35,311.39,309.30,317.61,309.41,317.61,309.37,318.88,309.48,313.03,309.36,317.85,309.46,317.99,309.52
1903,315.39,309.35,311.40,309.30,317.62,309.42,317.62,309.38,318.88,309.49,313.03,309.36,317.86,309.46,318.00,309.53
1904,315.39,309.36,311.40,309.30,317.63,309.42,317.62,309.38,318.89,309.49,313.04,309.37,317.87,309.46,318.00,309.53
1905,315.39,309.36,311.41,309.31,317.63,309.42,317.63,309.38,318.90,309.49,313.05,309.37,317.87,309.47,318.01,309.53
1906,315.40,309.36,311.41,309.31,317.64,309.43,317.64,309.39,318.90,309.50,313.05,309.37,317.88,309.47,318.02,309.54
1907,315.40,309.37,311.41,309.31,317.64,309.43,317.64,309.39,318.91,309.50,313.06,309.38,317.88,309.47,318.02,309.54
1908,315.41,309.37,311.42,309.32,317.65,309.43,317.65,309.39,318.91,309.50,313.06,309.38,317.89,309.48,318.03,309.54
1909,315.41,309.37,311.42,309.32,317.65,309.44,317.65,309.39,318.92,309.51,313.07,309.38,317.89,309.48,318.03,309.55
1910,315.42,309.38,311.43,309.32,317.66,309.44,317.66,309.40,318.93,309.51,313.07,309.39,317.90,309.48,318.04,309.55
1911,315.42,309.38,311.43,309.33,317.67,309.44,317.66,309.40,318.93,309.51,313.08,309.39,317.91,309.48,318.05,309.55
1912,315.43,309.38,311.44,309.33,317.67,309.45,317.67,309.40,318.94,309.52,313.08,309.39,317.91,309.49,318.05,309.56
1913,315.43,309.38,311.44,309.33,317.68,309.45,317.67,309.41,318.95,309.52,313.09,309.40,317.92,309.49,318.06,309.56
1914,315.43,309.39,311.44,309.34,317.68,309.45,317.68,309.41,318.95,309.52,313.10,309.40,317.92,309.49,318.06,309.56
1915,315.44,309.39,311.45,309.34,317.69,309.46,317.69,309.41,318.96,309.53,313.10,309.40,317.93,309.50,318.07,309.57
1916,315.44,309.39,311.45,309.34,317.69,309.46,317.69,309.42,318.97,309.53,313.11,309.41,317.94,309.50,318.07,309.57
1917,315.45,309.40,311.46,309.34,317.70,309.46,317.70,309.42,318.97,309.53,313.11,309.41,317.94,309.50,318.08,309.57
1918,315.45,309.40,311.46,309.35,317.70,309.46,317.70,309.42,318.98,309.54,313.12,309.41,317.95,309.51,318.09,309.58
1919,315.46,309.40,311.46,309.35,317.71,309.47,317.71,309.43,318.99,309.54,313.12,309.42,317.95,309.51,318.09,309.58
1920,315.46,309.41,311.47,309.35,317.72,309.47,317.71,309.43,318.99,309.54,313.13,309.42,317.96,309.51,318.10,309.58
1921,315.47,309.41,311.47,309.36,317.72,309.47,317.72,309.43,319.00,309.55,313.13,309.42,317.96,309.52,318.10,309.58
1922,315.47,309.41,311.48,309.36,317.73,309.48,317.73,309.44,319.01,309.55,313.14,309.43,317.97,309.52,318.11,309.59
1923,315.47,309.42,311.48,309.36,317.73,309.48,317.73,309.44,319.01,309.55,313.15,309.43,317.98,309.52,318.12,309.59
1924,315.48,309.42,311.49,309.37,317.74,309.48,317.74,309.44,319.02,309.56,313.15,309.43,317.98,309.53,318.12,309.59
1925,315.48,309.42,311.49,309.37,317.74,309.49,317.74,309.45,319.03,309.56,313.16,309.44,317.99,309.53,318.13,309.60
1926,315.49,309.43,311.49,309.37,317.75,309.49,317.75,309.45,319.03,309.56,313.16,309.44,317.99,309.53,318.13,309.60
1927,315.49,309.43,311.50,309.38,317.76,309.49,317.75,309.45,319.04,309.57,313.17,309.44,318.00,309.54,318.14,309.60
1928,315.50,309.43,311.50,309.38,317.76,309.50,317.76,309.45,319.05,309.57,313.17,309.45,318.00,309.54,318.14,309.61
1929,315.50,309.44,311.51,309.38,317.77,309.50,317.77,309.46,319.05,309.57,313.18,309.45,318.01,309.54,318.15,309.61
1930,315.51,309.44,311.51,309.39,317.77,309.50,317.77,309.46,319.06,309.58,313.18,309.45,318.02,309.55,318.16,309.61
1931,315.51,309.44,311.51,309.39,317.78,309.51,317.78,309.46,319.07,309.58,313.19,309.46,318.02,309.55,318.16,309.62
1932,315.51,309.45,311.52,309.39,317.78,309.51,317.78,309.47,319.07,309.58,313.20,309.46,318.03,309.55,318.17,309.62
1933,315.52,309.45,311.52,309.40,317.79,309.51,317.79,309.47,319.08,309.59,313.20,309.46,318.03,309.56,318.17,309.62
1934,315.52,309.45,311.53,309.40,317.79,309.52,317.79,309.47,319.09,309.59,313.21,309.47,318.04,309.56,318.18,309.63
1935,315.53,309.46,311.53,309.40,317.80,309.52,317.80,309.48,319.09,309.59,313.21,309.47,318.05,309.56,318.19,309.63
1936,315.53,309.46,311.53,309.41,317.81,309.52,317.80,309.48,319.10,309.60,313.22,309.47,318.05,309.57,318.19,309.63
1937,315.54,309.46,311.54,309.41,317.81,309.53,317.81,309.48,319.11,309.60,313.22,309.48,318.06,309.57,318.20,309.64
1938,315.54,309.47,311.54,309.41,317.82,309.53,317.82,309.49,319.11,309.60,313.23,309.48,318.06,309.57,318.20,309.64
1939,315.55,309.47,311.55,309.41,317.82,309.53,317.82,309.49,319.12,309.61,313.23,309.48,318.07,309.58,318.21,309.64
1940,315.55,309.47,311.55,309.42,317.83,309.54,317.83,309.49,319.13,309.61,313.24,309.49,318.07,309.58,318.22,309.65
1941,315.55,309.47,311.56,309.42,317.83,309.54,317.83,309.50,319.13,309.61,313.25,309.49,318.08,309.58,318.22,309.65
1942,315.56,309.48,311.56,309.42,317.84,309.54,317.84,309.50,319.14,309.62,313.25,309.49,318.09,309.59,318.23,309.65
1943,315.56,309.48,311.56,309.43,317.85,309.55,317.84,309.50,319.15,309.62,313.26,309.50,318.09,309.59,318.23,309.66
1944,315.57,309.48,311.57,309.43,317.85,309.55,317.85,309.51,319.15,309.62,313.26,309.50,318.10,309.59,318.24,309.66
1945,315.57,309.49,311.57,309.43,317.86,309.55,317.86,309.51,319.16,309.63,313.27,309.50,318.10,309.60,318.24,309.66
1946,315.58,309.49,311.58,309.44,317.86,309.56,317.86,309.51,319.17,309.63,313.27,309.51,318.11,309.60,318.25,309.67
1947,315.58,309.49,311.58,309.44,317.87,309.56,317.87,309.51,319.17,309.63,313.28,309.51,318.11,309.60,318.26,309.67
1948,315.59,309.50,311.58,309.44,317.87,309.56,317.87,309.52,319.18,309.64,313.28,309.51,318.12,309.61,318.26,309.67
1949,315.59,309.50,311.59,309.45,317.88,309.57,317.88,309.52,319.19,309.64,313.29,309.52,318.13,309.61,318.27,309.68
1950,315.59,309.50,311.59,309.45,317.89,309.57,317.88,309.52,319.19,309.64,313.30,309.52,318.13,309.61,318.27,309.68
1951,315.60,309.51,311.60,309.45,317.89,309.57,317.89,309.53,319.20,309.65,313.30,309.52,318.14,309.62,318.28,309.68
1952,315.60,309.51,311.60,309.46,317.90,309.58,317.89,309.53,319.21,309.65,313.31,309.53,318.14,309.62,318.29,309.69
1953,315.61,309.51,311.61,309.46,317.90,309.58,317.90,309.53,319.21,309.65,313.31,309.53,318.15,309.62,318.29,309.69
1954,315.61,309.52,311.61,309.46,317.91,309.58,317.91,309.54,319.22,309.66,313.32,309.53,318.15,309.63,318.30,309.69
1955,315.62,309.52,311.61,309.47,317.91,309.58,317.91,309.54,319.23,309.66,313.32,309.53,318.16,309.63,318.30,309.70
1956,315.62,309.52,311.62,309.47,317.92,309.59,317.92,309.54,319.23,309.66,313.33,309.54,318.17,309.63,318.31,309.70
1957,315.63,309.53,311.62,309.47,317.92,309.59,317.92,309.55,319.24,309.67,313.33,309.54,318.17,309.64,318.31,309.70
1958,315.63,309.53,311.63,309.48,317.93,309.59,317.93,309.55,319.25,309.67,313.34,309.54,318.18,309.64,318.32,309.71
1959,315.64,309.53,311.63,309.48,317.94,309.60,317.93,309.55,319.25,309.67,313.34,309.55,318.18,309.64,318.33,309.71
1960,315.64,309.54,311.63,309.48,317.94,309.60,317.94,309.56,319.26,309.68,313.35,309.55,318.19,309.65,318.33,309.71
1961,315.64,309.54,311.64,309.48,317.95,309.60,317.95,309.56,319.27,309.68,313.36,309.55,318.20,309.65,318.34,309.72
1962,315.65,309.54,311.64,309.49,317.95,309.61,317.95,309.56,319.27,309.68,313.36,309.56,318.20,309.65,318.34,309.72
1963,315.65,309.55,311.65,309.49,317.96,309.61,317.96,309.57,319.28,309.69,313.37,309.56,318.21,309.66,318.35,309.72
1964,315.66,309.55,311.65,309.49,317.96,309.61,317.96,309.57,319.29,309.69,313.37,309.56,318.21,309.66,318.36,309.73
1965,315.66,309.55,311.66,309.50,317.97,309.62,317.97,309.57,319.29,309.69,313.38,309.57,318.22,309.66,318.36,309.73
1966,315.67,309.56,311.66,309.50,317.98,309.62,317.97,309.57,319.30,309.70,313.38,309.57,318.22,309.67,318.37,309.73
1967,315.67,309.56,311.66,309.50,317.98,309.62,317.98,309.58,319.31,309.70,313.39,309.57,318.23,309.67,318.37,309.74
1968,315.68,309.56,311.67,309.51,317.99,309.63,317.98,309.58,319.31,309.70,313.39,309.58,318.24,309.67,318.38,309.74
1969,315.68,309.57,311.67,309.51,317.99,309.63,317.99,309.58,319.32,309.71,313.40,309.58,318.24,309.68,318.39,309.74
1970,315.68,309.57,311.68,309.51,318.00,309.63,318.00,309.59,319.33,309.71,313.41,309.58,318.25,309.68,318.39,309.75
1971,315.69,309.57,311.68,309.52,318.00,309.64,318.00,309.59,319.33,309.71,313.41,309.59,318.25,309.68,318.40,309.75
1972,315.69,309.57,311.68,309.52,318.01,309.64,318.01,309.59,319.34,309.71,313.42,309.59,318.26,309.69,318.40,309.75
1973,315.70,309.58,311.69,309.52,318.01,309.64,318.01,309.60,319.35,309.72,313.42,309.59,318.26,309.69,318.41,309.76
1974,315.70,309.58,311.69,309.53,318.02,309.65,318.02,309.60,319.35,309.72,313.43,309.60,318.27,309.69,318.41,309.76
1975,315.71,309.58,311.70,309.53,318.03,309.65,318.02,309.60,319.36,309.72,313.43,309.60,318.28,309.70,318.42,309.76
1976,315.71,309.59,311.70,309.53,318.03,309.65,318.03,309.61,319.37,309.73,313.44,309.60,318.28,309.70,318.43,309.77
1977,315.72,309.59,311.71,309.54,318.04,309.66,318.04,309.61,319.37,309.73,313.44,309.61,318.29,309.70,318.43,309.77
1978,315.72,309.59,311.71,309.54,318.04,309.66,318.04,309.61,319.38,309.73,313.45,309.61,318.29,309.71,318.44,309.77
1979,315.72,309.60,311.71,309.54,318.05,309.66,318.05,309.62,319.39,309.74,313.46,309.61,318.30,309.71,318.44,309.78
1980,315.73,309.60,311.72,309.55,318.05,309.67,318.05,309.62,319.39,309.74,313.46,309.62,318.31,309.71,318.45,309.78
1981,315.73,309.60,311.72,309.55,318.06,309.67,318.06,309.62,319.40,309.74,313.47,309.62,318.31,309.72,318.46,309.78
1982,315.74,309.61,311.73,309.55,318.07,309.67,318.06,309.63,319.41,309.75,313.47,309.62,318.32,309.72,318.46,309.79
1983,315.74,309.61,311.73,309.55,318.07,309.68,318.07,309.63,319.41,309.75,313.48,309.63,318.32,309.72,318.47,309.79
1984,315.75,309.61,311.73,309.56,318.08,309.68,318.08,309.63,319.42,309.75,313.48,309.63,318.33,309.73,318.47,309.79
1985,315.75,309.62,311.74,309.56,318.08,309.68,318.08,309.63,319.43,309.76,313.49,309.63,318.33,309.73,318.48,309.80
1986,315.76,309.62,311.74,309.56,318.09,309.69,318.09,309.64,319.43,309.76,313.49,309.64,318.34,309.73,318.48,309.80
1987,315.76,309.62,311.75,309.57,318.09,309.69,318.09,309.64,319.44,309.76,313.50,309.64,318.35,309.74,318.49,309.80
1988,315.76,309.63,311.75,309.57,318.10,309.69,318.10,309.64,319.45,309.77,313.51,309.64,318.35,309.74,318.50,309.81
1989,315.77,309.63,311.75,309.57,318.11,309.70,318.10,309.65,319.45,309.77,313.51,309.65,318.36,309.74,318.50,309.81
1990,315.77,309.63,311.76,309.58,318.11,309.70,318.11,309.65,319.46,309.77,313.52,309.65,318.36,309.74,318.51,309.81
1991,315.78,309.64,311.76,309.58,318.12,309.70,318.11,309.65,319.47,309.78,313.52,309.65,318.37,309.75,318.51,309.82
1992,315.78,309.64,311.77,309.58,318.12,309.70,318.12,309.66,319.47,309.78,313.53,309.66,318.37,309.75,318.52,309.82
1993,315.79,309.64,311.77,309.59,318.13,309.71,318.13,309.66,319.48,309.78,313.53,309.66,318.38,309.75,318.53,309.82
1994,315.79,309.65,311.78,309.59,318.13,309.71,318.13,309.66,319.49,309.79,313.54,309.66,318.39,309.76,318.53,309.83
1995,315.80,309.65,311.78,309.59,318.14,309.71,318.14,309.67,319.49,309.79,313.54,309.67,318.39,309.76,318.54,309.83
1996,315.80,309.65,311.78,309.60,318.14,309.72,318.14,309.67,319.50,309.79,313.55,309.67,318.40,309.76,318.54,309.83
1997,315.80,309.66,311.79,309.60,318.15,309.72,318.15,309.67,319.51,309.80,313.56,309.67,318.40,309.77,318.55,309.84
1998,315.81,309.66,311.79,309.60,318.16,309.72,318.15,309.68,319.51,309.80,313.56,309.68,318.41,309.77,318.56,309.84
1999,315.81,309.66,311.80,309.61,318.16,309.73,318.16,309.68,319.52,309.80,313.57,309.68,318.42,309.77,318.56,309.84
2000,315.82,309.66,311.80,309.61,318.17,309.73,318.17,309.68,319.53,309.81,313.57,309.68,318.42,309.78,318.57,309.85
2001,315.82,309.67,311.80,309.61,318.17,309.73,318.17,309.69,319.53,309.81,313.58,309.69,318.43,309.78,318.57,309.85
2002,315.83,309.67,311.81,309.62,318.18,309.74,318.18,309.69,319.54,309.81,313.58,309.69,318.43,309.78,318.58,309.85
2003,315.83,309.67,311.81,309.62,318.18,309.74,318.18,309.69,319.55,309.82,313.59,309.69,318.44,309.79,318.58,309.86
2004,315.84,309.68,311.82,309.62,318.19,309.74,318.19,309.70,319.55,309.82,313.59,309.70,318.44,309.79,318.59,309.86
2005,315.84,309.68,311.82,309.62,318.20,309.75,318.19,309.70,319.56,309.82,313.60,309.70,318.45,309.79,318.60,309.86
2006,315.84,309.68,311.83,309.63,318.20,309.75,318.20,309.70,319.57,309.83,313.61,309.70,318.46,309.80,318.60,309.87
2007,315.85,309.69,311.83,309.63,318.21,309.75,318.20,309.70,319.57,309.83,313.61,309.71,318.46,309.80,318.61,309.87
2008,315.85,309.69,311.83,309.63,318.21,309.76,318.21,309.71,319.58,309.83,313.62,309.71,318.47,309.80,318.61,309.87
2009,315.86,309.69,311.84,309.64,318.22,309.76,318.22,309.71,319.59,309.84,313.62,309.71,318.47,309.81,318.62,309.88
2010,315.86,309.70,311.84,309.64,318.22,309.76,318.22,309.71,319.59,309.84,313.63,309.71,318.48,309.81,318.63,309.88
2011,315.87,309.70,311.85,309.64,318.23,309.77,318.23,309.72,319.60,309.84,313.63,309.72,318.48,309.81,318.63,309.88
2012,315.87,309.70,311.85,309.65,318.23,309.77,318.23,309.72,319.61,309.85,313.64,309.72,318.49,309.82,318.64,309.89
2013,315.88,309.71,311.85,309.65,318.24,309.77,318.24,309.72,319.61,309.85,313.64,309.72,318.50,309.82,318.64,309.89
2014,315.88,309.71,311.86,309.65,318.25,309.78,318.24,309.73,319.62,309.85,313.65,309.73,318.50,309.82,318.65,309.89
2015,315.88,309.71,311.86,309.66,318.25,309.78,318.25,309.73,319.63,309.86,313.66,309.73,318.51,309.83,318.66,309.90
2016,315.89,309.72,311.87,309.66,318.26,309.78,318.26,309.73,319.63,309.86,313.66,309.73,318.51,309.83,318.66,309.90
2017,315.89,309.72,311.87,309.66,318.26,309.79,318.26,309.74,319.64,309.86,313.67,309.74,318.52,309.83,318.67,309.90
2018,315.90,309.72,311.88,309.67,318.27,309.79,318.27,309.74,319.65,309.87,313.67,309.74,318.52,309.84,318.67,309.91
2019,315.90,309.73,311.88,309.67,318.27,309.79,318.27,309.74,319.65,309.87,313.68,309.74,318.53,309.84,318.68,309.91
2020,315.91,309.73,311.88,309.67,318.28,309.80,318.28,309.75,319.66,309.87,313.68,309.75,318.54,309.84,318.68,309.91
2021,315.91,309.73,311.89,309.68,318.29,309.80,318.28,309.75,319.67,309.88,313.69,309.75,318.54,309.85,318.69,309.92
2022,315.92,309.74,311.89,309.68,318.29,309.80,318.29,309.75,319.67,309.88,313.69,309.75,318.55,309.85,318.70,309.92
2023,315.92,309.74,311.90,309.68,318.30,309.81,318.30,309.76,319.68,309.88,313.70,309.76,318.55,309.85,318.70,309.92
2024,315.93,309.74,311.90,309.69,318.30,309.81,318.30,309.76,319.68,309.89,313.70,309.76,318.56,309.86,318.71,309.93
2025,315.93,309.75,311.90,309.69,318.31,309.81,318.31,309.76,319.69,309.89,313.71,309.76,318.57,309.86,318.71,309.93
2026,315.93,309.75,311.91,309.69,318.31,309.82,318.31,309.76,319.70,309.89,313.72,309.77,318.57,309.86,318.72,309.93
2027,315.94,309.75,311.91,309.69,318.32,309.82,318.32,309.77,319.70,309.90,313.72,309.77,318.58,309.87,318.73,309.94
2028,315.94,309.76,311.92,309.70,318.33,309.82,318.32,309.77,319.71,309.90,313.73,309.77,318.58,309.87,318.73,309.94
2029,315.95,309.76,311.92,309.70,318.33,309.82,318.33,309.77,319.72,309.90,313.73,309.78,318.59,309.87,318.74,309.94
2030,315.95,309.76,311.93,309.70,318.34,309.83,318.33,309.78,319.72,309.91,313.74,309.78,318.59,309.88,318.74,309.95
2031,315.96,309.76,311.93,309.71,318.34,309.83,318.34,309.78,319.73,309.91,313.74,309.78,318.60,309.88,318.75,309.95
